type,min_rho,max_rho,theta,isOmini,isThrough,cost,x,y,alpha
B5,0.0,50.0,0.39444441095071847,0,0,60.0,64.27146575875443,95.4428690653601,1.5707963267948966
B5,0.0,50.0,0.39444441095071847,0,0,60.0,64.27146575875443,95.4428690653601,3.141592653589793
B5,0.0,50.0,0.39444441095071847,0,0,60.0,64.27146575875443,95.4428690653601,4.71238898038469
B6,0.0,66.7,0.2984513020910304,0,0,65.0,64.27146575875443,95.4428690653601,0.0
B6,0.0,66.7,0.2984513020910304,0,0,65.0,64.27146575875443,95.4428690653601,1.5707963267948966
B6,0.0,66.7,0.2984513020910304,0,0,65.0,64.27146575875443,95.4428690653601,3.141592653589793
B6,0.0,66.7,0.2984513020910304,0,0,65.0,64.27146575875443,95.4428690653601,4.71238898038469
O1,0.0,8.0,6.283185307179586,1,0,38.0,64.27146575875443,95.4428690653601,0
O2,0.0,10.0,6.283185307179586,1,0,42.0,64.27146575875443,95.4428690653601,0
B1,0.0,11.7,1.4172073526193958,0,0,40.0,67.76554577306676,93.43430359804015,0.0
B1,0.0,11.7,1.4172073526193958,0,0,40.0,67.76554577306676,93.43430359804015,1.5707963267948966
B1,0.0,11.7,1.4172073526193958,0,0,40.0,67.76554577306676,93.43430359804015,3.141592653589793
B1,0.0,11.7,1.4172073526193958,0,0,40.0,67.76554577306676,93.43430359804015,4.71238898038469
B2,0.0,15.0,1.1763519158441782,0,0,45.0,67.76554577306676,93.43430359804015,0.0
B2,0.0,15.0,1.1763519158441782,0,0,45.0,67.76554577306676,93.43430359804015,1.5707963267948966
B2,0.0,15.0,1.1763519158441782,0,0,45.0,67.76554577306676,93.43430359804015,3.141592653589793
B2,0.0,15.0,1.1763519158441782,0,0,45.0,67.76554577306676,93.43430359804015,4.71238898038469
B3,0.0,25.0,0.7609635538695277,0,0,50.0,67.76554577306676,93.43430359804015,0.0
B3,0.0,25.0,0.7609635538695277,0,0,50.0,67.76554577306676,93.43430359804015,1.5707963267948966
B3,0.0,25.0,0.7609635538695277,0,0,50.0,67.76554577306676,93.43430359804015,3.141592653589793
B3,0.0,25.0,0.7609635538695277,0,0,50.0,67.76554577306676,93.43430359804015,4.71238898038469
B4,0.0,33.3,0.582939970166106,0,0,55.0,67.76554577306676,93.43430359804015,0.0
B4,0.0,33.3,0.582939970166106,0,0,55.0,67.76554577306676,93.43430359804015,1.5707963267948966
B4,0.0,33.3,0.582939970166106,0,0,55.0,67.76554577306676,93.43430359804015,3.141592653589793
B4,0.0,33.3,0.582939970166106,0,0,55.0,67.76554577306676,93.43430359804015,4.71238898038469
B5,0.0,50.0,0.39444441095071847,0,0,60.0,67.76554577306676,93.43430359804015,0.0
B5,0.0,50.0,0.39444441095071847,0,0,60.0,67.76554577306676,93.43430359804015,1.5707963267948966
B5,0.0,50.0,0.39444441095071847,0,0,60.0,67.76554577306676,93.43430359804015,3.141592653589793
B5,0.0,50.0,0.39444441095071847,0,0,60.0,67.76554577306676,93.43430359804015,4.71238898038469
B6,0.0,66.7,0.2984513020910304,0,0,65.0,67.76554577306676,93.43430359804015,0.0
B6,0.0,66.7,0.2984513020910304,0,0,65.0,67.76554577306676,93.43430359804015,1.5707963267948966
B6,0.0,66.7,0.2984513020910304,0,0,65.0,67.76554577306676,93.43430359804015,3.141592653589793
B6,0.0,66.7,0.2984513020910304,0,0,65.0,67.76554577306676,93.43430359804015,4.71238898038469
O1,0.0,8.0,6.283185307179586,1,0,38.0,67.76554577306676,93.43430359804015,0
O2,0.0,10.0,6.283185307179586,1,0,42.0,67.76554577306676,93.43430359804015,0
B1,0.0,11.7,1.4172073526193958,0,0,40.0,71.2596257873791,91.42573813072019,0.0
B1,0.0,11.7,1.4172073526193958,0,0,40.0,71.2596257873791,91.42573813072019,1.5707963267948966
B1,0.0,11.7,1.4172073526193958,0,0,40.0,71.2596257873791,91.42573813072019,3.141592653589793
B1,0.0,11.7,1.4172073526193958,0,0,40.0,71.2596257873791,91.42573813072019,4.71238898038469
B2,0.0,15.0,1.1763519158441782,0,0,45.0,71.2596257873791,91.42573813072019,0.0
B2,0.0,15.0,1.1763519158441782,0,0,45.0,71.2596257873791,91.42573813072019,1.5707963267948966
B2,0.0,15.0,1.1763519158441782,0,0,45.0,71.2596257873791,91.42573813072019,3.141592653589793
B2,0.0,15.0,1.1763519158441782,0,0,45.0,71.2596257873791,91.42573813072019,4.71238898038469
B3,0.0,25.0,0.7609635538695277,0,0,50.0,71.2596257873791,91.42573813072019,0.0
B3,0.0,25.0,0.7609635538695277,0,0,50.0,71.2596257873791,91.42573813072019,1.5707963267948966
B3,0.0,25.0,0.7609635538695277,0,0,50.0,71.2596257873791,91.42573813072019,3.141592653589793
B3,0.0,25.0,0.7609635538695277,0,0,50.0,71.2596257873791,91.42573813072019,4.71238898038469
B4,0.0,33.3,0.582939970166106,0,0,55.0,71.2596257873791,91.42573813072019,0.0
B4,0.0,33.3,0.582939970166106,0,0,55.0,71.2596257873791,91.42573813072019,1.5707963267948966
B4,0.0,33.3,0.582939970166106,0,0,55.0,71.2596257873791,91.42573813072019,3.141592653589793
B4,0.0,33.3,0.582939970166106,0,0,55.0,71.2596257873791,91.42573813072019,4.71238898038469
B5,0.0,50.0,0.39444441095071847,0,0,60.0,71.2596257873791,91.42573813072019,0.0
B5,0.0,50.0,0.39444441095071847,0,0,60.0,71.2596257873791,91.42573813072019,1.5707963267948966
B5,0.0,50.0,0.39444441095071847,0,0,60.0,71.2596257873791,91.42573813072019,3.141592653589793
B5,0.0,50.0,0.39444441095071847,0,0,60.0,71.2596257873791,91.42573813072019,4.71238898038469
B6,0.0,66.7,0.2984513020910304,0,0,65.0,71.2596257873791,91.42573813072019,0.0
B6,0.0,66.7,0.2984513020910304,0,0,65.0,71.2596257873791,91.42573813072019,1.5707963267948966
B6,0.0,66.7,0.2984513020910304,0,0,65.0,71.2596257873791,91.42573813072019,3.141592653589793
B6,0.0,66.7,0.2984513020910304,0,0,65.0,71.2596257873791,91.42573813072019,4.71238898038469
O1,0.0,8.0,6.283185307179586,1,0,38.0,71.2596257873791,91.42573813072019,0
O2,0.0,10.0,6.283185307179586,1,0,42.0,71.2596257873791,91.42573813072019,0
B1,0.0,11.7,1.4172073526193958,0,0,40.0,74.75370580169144,89.41717266340024,0.0
B1,0.0,11.7,1.4172073526193958,0,0,40.0,74.75370580169144,89.41717266340024,1.5707963267948966
B1,0.0,11.7,1.4172073526193958,0,0,40.0,74.75370580169144,89.41717266340024,3.141592653589793
B1,0.0,11.7,1.4172073526193958,0,0,40.0,74.75370580169144,89.41717266340024,4.71238898038469
B2,0.0,15.0,1.1763519158441782,0,0,45.0,74.75370580169144,89.41717266340024,0.0
B2,0.0,15.0,1.1763519158441782,0,0,45.0,74.75370580169144,89.41717266340024,1.5707963267948966
B2,0.0,15.0,1.1763519158441782,0,0,45.0,74.75370580169144,89.41717266340024,3.141592653589793
B2,0.0,15.0,1.1763519158441782,0,0,45.0,74.75370580169144,89.41717266340024,4.71238898038469
B3,0.0,25.0,0.7609635538695277,0,0,50.0,74.75370580169144,89.41717266340024,0.0
B3,0.0,25.0,0.7609635538695277,0,0,50.0,74.75370580169144,89.41717266340024,1.5707963267948966
B3,0.0,25.0,0.7609635538695277,0,0,50.0,74.75370580169144,89.41717266340024,3.141592653589793
B3,0.0,25.0,0.7609635538695277,0,0,50.0,74.75370580169144,89.41717266340024,4.71238898038469
B4,0.0,33.3,0.582939970166106,0,0,55.0,74.75370580169144,89.41717266340024,0.0
B4,0.0,33.3,0.582939970166106,0,0,55.0,74.75370580169144,89.41717266340024,1.5707963267948966
B4,0.0,33.3,0.582939970166106,0,0,55.0,74.75370580169144,89.41717266340024,3.141592653589793
B4,0.0,33.3,0.582939970166106,0,0,55.0,74.75370580169144,89.41717266340024,4.71238898038469
B5,0.0,50.0,0.39444441095071847,0,0,60.0,74.75370580169144,89.41717266340024,0.0
B5,0.0,50.0,0.39444441095071847,0,0,60.0,74.75370580169144,89.41717266340024,1.5707963267948966
B5,0.0,50.0,0.39444441095071847,0,0,60.0,74.75370580169144,89.41717266340024,3.141592653589793
B5,0.0,50.0,0.39444441095071847,0,0,60.0,74.75370580169144,89.41717266340024,4.71238898038469
B6,0.0,66.7,0.2984513020910304,0,0,65.0,74.75370580169144,89.41717266340024,0.0
B6,0.0,66.7,0.2984513020910304,0,0,65.0,74.75370580169144,89.41717266340024,1.5707963267948966
B6,0.0,66.7,0.2984513020910304,0,0,65.0,74.75370580169144,89.41717266340024,3.141592653589793
B6,0.0,66.7,0.2984513020910304,0,0,65.0,74.75370580169144,89.41717266340024,4.71238898038469
O1,0.0,8.0,6.283185307179586,1,0,38.0,74.75370580169144,89.41717266340024,0
O2,0.0,10.0,6.283185307179586,1,0,42.0,74.75370580169144,89.41717266340024,0
B1,0.0,11.7,1.4172073526193958,0,0,40.0,78.24778581600377,87.40860719608028,0.0
B1,0.0,11.7,1.4172073526193958,0,0,40.0,78.24778581600377,87.40860719608028,1.5707963267948966
B1,0.0,11.7,1.4172073526193958,0,0,40.0,78.24778581600377,87.40860719608028,3.141592653589793
B1,0.0,11.7,1.4172073526193958,0,0,40.0,78.24778581600377,87.40860719608028,4.71238898038469
B2,0.0,15.0,1.1763519158441782,0,0,45.0,78.24778581600377,87.40860719608028,0.0
B2,0.0,15.0,1.1763519158441782,0,0,45.0,78.24778581600377,87.40860719608028,1.5707963267948966
B2,0.0,15.0,1.1763519158441782,0,0,45.0,78.24778581600377,87.40860719608028,3.141592653589793
B2,0.0,15.0,1.1763519158441782,0,0,45.0,78.24778581600377,87.40860719608028,4.71238898038469
B3,0.0,25.0,0.7609635538695277,0,0,50.0,78.24778581600377,87.40860719608028,0.0
B3,0.0,25.0,0.7609635538695277,0,0,50.0,78.24778581600377,87.40860719608028,1.5707963267948966
B3,0.0,25.0,0.7609635538695277,0,0,50.0,78.24778581600377,87.40860719608028,3.141592653589793
B3,0.0,25.0,0.7609635538695277,0,0,50.0,78.24778581600377,87.40860719608028,4.71238898038469
B4,0.0,33.3,0.582939970166106,0,0,55.0,78.24778581600377,87.40860719608028,0.0
B4,0.0,33.3,0.582939970166106,0,0,55.0,78.24778581600377,87.40860719608028,1.5707963267948966
B4,0.0,33.3,0.582939970166106,0,0,55.0,78.24778581600377,87.40860719608028,3.141592653589793
B4,0.0,33.3,0.582939970166106,0,0,55.0,78.24778581600377,87.40860719608028,4.71238898038469
B5,0.0,50.0,0.39444441095071847,0,0,60.0,78.24778581600377,87.40860719608028,0.0
B5,0.0,50.0,0.39444441095071847,0,0,60.0,78.24778581600377,87.40860719608028,1.5707963267948966
B5,0.0,50.0,0.39444441095071847,0,0,60.0,78.24778581600377,87.40860719608028,3.141592653589793
B5,0.0,50.0,0.39444441095071847,0,0,60.0,78.24778581600377,87.40860719608028,4.71238898038469
B6,0.0,66.7,0.2984513020910304,0,0,65.0,78.24778581600377,87.40860719608028,0.0
B6,0.0,66.7,0.2984513020910304,0,0,65.0,78.24778581600377,87.40860719608028,1.5707963267948966
B6,0.0,66.7,0.2984513020910304,0,0,65.0,78.24778581600377,87.40860719608028,3.141592653589793
B6,0.0,66.7,0.2984513020910304,0,0,65.0,78.24778581600377,87.40860719608028,4.71238898038469
O1,0.0,8.0,6.283185307179586,1,0,38.0,78.24778581600377,87.40860719608028,0
O2,0.0,10.0,6.283185307179586,1,0,42.0,78.24778581600377,87.40860719608028,0
B1,0.0,11.7,1.4172073526193958,0,0,40.0,81.7418658303161,85.40004172876033,0.0
B1,0.0,11.7,1.4172073526193958,0,0,40.0,81.7418658303161,85.40004172876033,1.5707963267948966
B1,0.0,11.7,1.4172073526193958,0,0,40.0,81.7418658303161,85.40004172876033,3.141592653589793
B1,0.0,11.7,1.4172073526193958,0,0,40.0,81.7418658303161,85.40004172876033,4.71238898038469
B2,0.0,15.0,1.1763519158441782,0,0,45.0,81.7418658303161,85.40004172876033,0.0
B2,0.0,15.0,1.1763519158441782,0,0,45.0,81.7418658303161,85.40004172876033,1.5707963267948966
B2,0.0,15.0,1.1763519158441782,0,0,45.0,81.7418658303161,85.40004172876033,3.141592653589793
B2,0.0,15.0,1.1763519158441782,0,0,45.0,81.7418658303161,85.40004172876033,4.71238898038469
B3,0.0,25.0,0.7609635538695277,0,0,50.0,81.7418658303161,85.40004172876033,0.0
B3,0.0,25.0,0.7609635538695277,0,0,50.0,81.7418658303161,85.40004172876033,1.5707963267948966
B3,0.0,25.0,0.7609635538695277,0,0,50.0,81.7418658303161,85.40004172876033,3.141592653589793
B3,0.0,25.0,0.7609635538695277,0,0,50.0,81.7418658303161,85.40004172876033,4.71238898038469
B4,0.0,33.3,0.582939970166106,0,0,55.0,81.7418658303161,85.40004172876033,0.0
B4,0.0,33.3,0.582939970166106,0,0,55.0,81.7418658303161,85.40004172876033,1.5707963267948966
B4,0.0,33.3,0.582939970166106,0,0,55.0,81.7418658303161,85.40004172876033,3.141592653589793
B4,0.0,33.3,0.582939970166106,0,0,55.0,81.7418658303161,85.40004172876033,4.71238898038469
B5,0.0,50.0,0.39444441095071847,0,0,60.0,81.7418658303161,85.40004172876033,0.0
B5,0.0,50.0,0.39444441095071847,0,0,60.0,81.7418658303161,85.40004172876033,1.5707963267948966
B5,0.0,50.0,0.39444441095071847,0,0,60.0,81.7418658303161,85.40004172876033,3.141592653589793
B5,0.0,50.0,0.39444441095071847,0,0,60.0,81.7418658303161,85.40004172876033,4.71238898038469
B6,0.0,66.7,0.2984513020910304,0,0,65.0,81.7418658303161,85.40004172876033,0.0
B6,0.0,66.7,0.2984513020910304,0,0,65.0,81.7418658303161,85.40004172876033,1.5707963267948966
B6,0.0,66.7,0.2984513020910304,0,0,65.0,81.7418658303161,85.40004172876033,3.141592653589793
B6,0.0,66.7,0.2984513020910304,0,0,65.0,81.7418658303161,85.40004172876033,4.71238898038469
O1,0.0,8.0,6.283185307179586,1,0,38.0,81.7418658303161,85.40004172876033,0
O2,0.0,10.0,6.283185307179586,1,0,42.0,81.7418658303161,85.40004172876033,0
B1,0.0,11.7,1.4172073526193958,0,0,40.0,85.23594584462845,83.39147626144037,0.0
B1,0.0,11.7,1.4172073526193958,0,0,40.0,85.23594584462845,83.39147626144037,1.5707963267948966
B1,0.0,11.7,1.4172073526193958,0,0,40.0,85.23594584462845,83.39147626144037,3.141592653589793
B1,0.0,11.7,1.4172073526193958,0,0,40.0,85.23594584462845,83.39147626144037,4.71238898038469
B2,0.0,15.0,1.1763519158441782,0,0,45.0,85.23594584462845,83.39147626144037,0.0
B2,0.0,15.0,1.1763519158441782,0,0,45.0,85.23594584462845,83.39147626144037,1.5707963267948966
B2,0.0,15.0,1.1763519158441782,0,0,45.0,85.23594584462845,83.39147626144037,3.141592653589793
B2,0.0,15.0,1.1763519158441782,0,0,45.0,85.23594584462845,83.39147626144037,4.71238898038469
B3,0.0,25.0,0.7609635538695277,0,0,50.0,85.23594584462845,83.39147626144037,0.0
B3,0.0,25.0,0.7609635538695277,0,0,50.0,85.23594584462845,83.39147626144037,1.5707963267948966
B3,0.0,25.0,0.7609635538695277,0,0,50.0,85.23594584462845,83.39147626144037,3.141592653589793
B3,0.0,25.0,0.7609635538695277,0,0,50.0,85.23594584462845,83.39147626144037,4.71238898038469
B4,0.0,33.3,0.582939970166106,0,0,55.0,85.23594584462845,83.39147626144037,0.0
B4,0.0,33.3,0.582939970166106,0,0,55.0,85.23594584462845,83.39147626144037,1.5707963267948966
B4,0.0,33.3,0.582939970166106,0,0,55.0,85.23594584462845,83.39147626144037,3.141592653589793
B4,0.0,33.3,0.582939970166106,0,0,55.0,85.23594584462845,83.39147626144037,4.71238898038469
B5,0.0,50.0,0.39444441095071847,0,0,60.0,85.23594584462845,83.39147626144037,0.0
B5,0.0,50.0,0.39444441095071847,0,0,60.0,85.23594584462845,83.39147626144037,1.5707963267948966
B5,0.0,50.0,0.39444441095071847,0,0,60.0,85.23594584462845,83.39147626144037,3.141592653589793
B5,0.0,50.0,0.39444441095071847,0,0,60.0,85.23594584462845,83.39147626144037,4.71238898038469
B6,0.0,66.7,0.2984513020910304,0,0,65.0,85.23594584462845,83.39147626144037,0.0
B6,0.0,66.7,0.2984513020910304,0,0,65.0,85.23594584462845,83.39147626144037,1.5707963267948966
B6,0.0,66.7,0.2984513020910304,0,0,65.0,85.23594584462845,83.39147626144037,3.141592653589793
B6,0.0,66.7,0.2984513020910304,0,0,65.0,85.23594584462845,83.39147626144037,4.71238898038469
O1,0.0,8.0,6.283185307179586,1,0,38.0,85.23594584462845,83.39147626144037,0
O2,0.0,10.0,6.283185307179586,1,0,42.0,85.23594584462845,83.39147626144037,0
B1,0.0,11.7,1.4172073526193958,0,0,40.0,88.45453114924219,79.75123133164855,0.0
B1,0.0,11.7,1.4172073526193958,0,0,40.0,88.45453114924219,79.75123133164855,1.5707963267948966
B1,0.0,11.7,1.4172073526193958,0,0,40.0,88.45453114924219,79.75123133164855,3.141592653589793
B1,0.0,11.7,1.4172073526193958,0,0,40.0,88.45453114924219,79.75123133164855,4.71238898038469
B2,0.0,15.0,1.1763519158441782,0,0,45.0,88.45453114924219,79.75123133164855,0.0
B2,0.0,15.0,1.1763519158441782,0,0,45.0,88.45453114924219,79.75123133164855,1.5707963267948966
B2,0.0,15.0,1.1763519158441782,0,0,45.0,88.45453114924219,79.75123133164855,3.141592653589793
B2,0.0,15.0,1.1763519158441782,0,0,45.0,88.45453114924219,79.75123133164855,4.71238898038469
B3,0.0,25.0,0.7609635538695277,0,0,50.0,88.45453114924219,79.75123133164855,0.0
B3,0.0,25.0,0.7609635538695277,0,0,50.0,88.45453114924219,79.75123133164855,1.5707963267948966
B3,0.0,25.0,0.7609635538695277,0,0,50.0,88.45453114924219,79.75123133164855,3.141592653589793
B3,0.0,25.0,0.7609635538695277,0,0,50.0,88.45453114924219,79.75123133164855,4.71238898038469
B4,0.0,33.3,0.582939970166106,0,0,55.0,88.45453114924219,79.75123133164855,0.0
B4,0.0,33.3,0.582939970166106,0,0,55.0,88.45453114924219,79.75123133164855,1.5707963267948966
B4,0.0,33.3,0.582939970166106,0,0,55.0,88.45453114924219,79.75123133164855,3.141592653589793
B4,0.0,33.3,0.582939970166106,0,0,55.0,88.45453114924219,79.75123133164855,4.71238898038469
B5,0.0,50.0,0.39444441095071847,0,0,60.0,88.45453114924219,79.75123133164855,0.0
B5,0.0,50.0,0.39444441095071847,0,0,60.0,88.45453114924219,79.75123133164855,1.5707963267948966
B5,0.0,50.0,0.39444441095071847,0,0,60.0,88.45453114924219,79.75123133164855,3.141592653589793
B5,0.0,50.0,0.39444441095071847,0,0,60.0,88.45453114924219,79.75123133164855,4.71238898038469
B6,0.0,66.7,0.2984513020910304,0,0,65.0,88.45453114924219,79.75123133164855,0.0
B6,0.0,66.7,0.2984513020910304,0,0,65.0,88.45453114924219,79.75123133164855,1.5707963267948966
B6,0.0,66.7,0.2984513020910304,0,0,65.0,88.45453114924219,79.75123133164855,3.141592653589793
B6,0.0,66.7,0.2984513020910304,0,0,65.0,88.45453114924219,79.75123133164855,4.71238898038469
O1,0.0,8.0,6.283185307179586,1,0,38.0,88.45453114924219,79.75123133164855,0
O2,0.0,10.0,6.283185307179586,1,0,42.0,88.45453114924219,79.75123133164855,0
B1,0.0,11.7,1.4172073526193958,0,0,40.0,91.67311645385593,76.11098640185674,0.0
B1,0.0,11.7,1.4172073526193958,0,0,40.0,91.67311645385593,76.11098640185674,1.5707963267948966
B1,0.0,11.7,1.4172073526193958,0,0,40.0,91.67311645385593,76.11098640185674,3.141592653589793
B1,0.0,11.7,1.4172073526193958,0,0,40.0,91.67311645385593,76.11098640185674,4.71238898038469
B2,0.0,15.0,1.1763519158441782,0,0,45.0,91.67311645385593,76.11098640185674,0.0
B2,0.0,15.0,1.1763519158441782,0,0,45.0,91.67311645385593,76.11098640185674,1.5707963267948966
B2,0.0,15.0,1.1763519158441782,0,0,45.0,91.67311645385593,76.11098640185674,3.141592653589793
B2,0.0,15.0,1.1763519158441782,0,0,45.0,91.67311645385593,76.11098640185674,4.71238898038469
B3,0.0,25.0,0.7609635538695277,0,0,50.0,91.67311645385593,76.11098640185674,0.0
B3,0.0,25.0,0.7609635538695277,0,0,50.0,91.67311645385593,76.11098640185674,1.5707963267948966
B3,0.0,25.0,0.7609635538695277,0,0,50.0,91.67311645385593,76.11098640185674,3.141592653589793
B3,0.0,25.0,0.7609635538695277,0,0,50.0,91.67311645385593,76.11098640185674,4.71238898038469
B4,0.0,33.3,0.582939970166106,0,0,55.0,91.67311645385593,76.11098640185674,0.0
B4,0.0,33.3,0.582939970166106,0,0,55.0,91.67311645385593,76.11098640185674,1.5707963267948966
B4,0.0,33.3,0.582939970166106,0,0,55.0,91.67311645385593,76.11098640185674,3.141592653589793
B4,0.0,33.3,0.582939970166106,0,0,55.0,91.67311645385593,76.11098640185674,4.71238898038469
B5,0.0,50.0,0.39444441095071847,0,0,60.0,91.67311645385593,76.11098640185674,0.0
B5,0.0,50.0,0.39444441095071847,0,0,60.0,91.67311645385593,76.11098640185674,1.5707963267948966
B5,0.0,50.0,0.39444441095071847,0,0,60.0,91.67311645385593,76.11098640185674,3.141592653589793
B5,0.0,50.0,0.39444441095071847,0,0,60.0,91.67311645385593,76.11098640185674,4.71238898038469
B6,0.0,66.7,0.2984513020910304,0,0,65.0,91.67311645385593,76.11098640185674,0.0
B6,0.0,66.7,0.2984513020910304,0,0,65.0,91.67311645385593,76.11098640185674,1.5707963267948966
B6,0.0,66.7,0.2984513020910304,0,0,65.0,91.67311645385593,76.11098640185674,3.141592653589793
B6,0.0,66.7,0.2984513020910304,0,0,65.0,91.67311645385593,76.11098640185674,4.71238898038469
O1,0.0,8.0,6.283185307179586,1,0,38.0,91.67311645385593,76.11098640185674,0
O2,0.0,10.0,6.283185307179586,1,0,42.0,91.67311645385593,76.11098640185674,0
B1,0.0,11.7,1.4172073526193958,0,0,40.0,94.89170175846968,72.4707414720649,0.0
B1,0.0,11.7,1.4172073526193958,0,0,40.0,94.89170175846968,72.4707414720649,1.5707963267948966
B1,0.0,11.7,1.4172073526193958,0,0,40.0,94.89170175846968,72.4707414720649,3.141592653589793
B1,0.0,11.7,1.4172073526193958,0,0,40.0,94.89170175846968,72.4707414720649,4.71238898038469
B2,0.0,15.0,1.1763519158441782,0,0,45.0,94.89170175846968,72.4707414720649,0.0
B2,0.0,15.0,1.1763519158441782,0,0,45.0,94.89170175846968,72.4707414720649,1.5707963267948966
B2,0.0,15.0,1.1763519158441782,0,0,45.0,94.89170175846968,72.4707414720649,3.141592653589793
B2,0.0,15.0,1.1763519158441782,0,0,45.0,94.89170175846968,72.4707414720649,4.71238898038469
B3,0.0,25.0,0.7609635538695277,0,0,50.0,94.89170175846968,72.4707414720649,0.0
B3,0.0,25.0,0.7609635538695277,0,0,50.0,94.89170175846968,72.4707414720649,1.5707963267948966
B3,0.0,25.0,0.7609635538695277,0,0,50.0,94.89170175846968,72.4707414720649,3.141592653589793
B3,0.0,25.0,0.7609635538695277,0,0,50.0,94.89170175846968,72.4707414720649,4.71238898038469
B4,0.0,33.3,0.582939970166106,0,0,55.0,94.89170175846968,72.4707414720649,0.0
B4,0.0,33.3,0.582939970166106,0,0,55.0,94.89170175846968,72.4707414720649,1.5707963267948966
B4,0.0,33.3,0.582939970166106,0,0,55.0,94.89170175846968,72.4707414720649,3.141592653589793
B4,0.0,33.3,0.582939970166106,0,0,55.0,94.89170175846968,72.4707414720649,4.71238898038469
B5,0.0,50.0,0.39444441095071847,0,0,60.0,94.89170175846968,72.4707414720649,0.0
B5,0.0,50.0,0.39444441095071847,0,0,60.0,94.89170175846968,72.4707414720649,1.5707963267948966
B5,0.0,50.0,0.39444441095071847,0,0,60.0,94.89170175846968,72.4707414720649,3.141592653589793
B5,0.0,50.0,0.39444441095071847,0,0,60.0,94.89170175846968,72.4707414720649,4.71238898038469
B6,0.0,66.7,0.2984513020910304,0,0,65.0,94.89170175846968,72.4707414720649,0.0
B6,0.0,66.7,0.2984513020910304,0,0,65.0,94.89170175846968,72.4707414720649,1.5707963267948966
B6,0.0,66.7,0.2984513020910304,0,0,65.0,94.89170175846968,72.4707414720649,3.141592653589793
B6,0.0,66.7,0.2984513020910304,0,0,65.0,94.89170175846968,72.4707414720649,4.71238898038469
O1,0.0,8.0,6.283185307179586,1,0,38.0,94.89170175846968,72.4707414720649,0
O2,0.0,10.0,6.283185307179586,1,0,42.0,94.89170175846968,72.4707414720649,0
B1,0.0,11.7,1.4172073526193958,0,0,40.0,98.11028706308342,68.83049654227308,0.0
B1,0.0,11.7,1.4172073526193958,0,0,40.0,98.11028706308342,68.83049654227308,1.5707963267948966
B1,0.0,11.7,1.4172073526193958,0,0,40.0,98.11028706308342,68.83049654227308,3.141592653589793
B1,0.0,11.7,1.4172073526193958,0,0,40.0,98.11028706308342,68.83049654227308,4.71238898038469
B2,0.0,15.0,1.1763519158441782,0,0,45.0,98.11028706308342,68.83049654227308,0.0
B2,0.0,15.0,1.1763519158441782,0,0,45.0,98.11028706308342,68.83049654227308,1.5707963267948966
B2,0.0,15.0,1.1763519158441782,0,0,45.0,98.11028706308342,68.83049654227308,3.141592653589793
B2,0.0,15.0,1.1763519158441782,0,0,45.0,98.11028706308342,68.83049654227308,4.71238898038469
B3,0.0,25.0,0.7609635538695277,0,0,50.0,98.11028706308342,68.83049654227308,0.0
B3,0.0,25.0,0.7609635538695277,0,0,50.0,98.11028706308342,68.83049654227308,1.5707963267948966
B3,0.0,25.0,0.7609635538695277,0,0,50.0,98.11028706308342,68.83049654227308,3.141592653589793
B3,0.0,25.0,0.7609635538695277,0,0,50.0,98.11028706308342,68.83049654227308,4.71238898038469
B4,0.0,33.3,0.582939970166106,0,0,55.0,98.11028706308342,68.83049654227308,0.0
B4,0.0,33.3,0.582939970166106,0,0,55.0,98.11028706308342,68.83049654227308,1.5707963267948966
B4,0.0,33.3,0.582939970166106,0,0,55.0,98.11028706308342,68.83049654227308,3.141592653589793
B4,0.0,33.3,0.582939970166106,0,0,55.0,98.11028706308342,68.83049654227308,4.71238898038469
B5,0.0,50.0,0.39444441095071847,0,0,60.0,98.11028706308342,68.83049654227308,0.0
B5,0.0,50.0,0.39444441095071847,0,0,60.0,98.11028706308342,68.83049654227308,1.5707963267948966
B5,0.0,50.0,0.39444441095071847,0,0,60.0,98.11028706308342,68.83049654227308,3.141592653589793
B5,0.0,50.0,0.39444441095071847,0,0,60.0,98.11028706308342,68.83049654227308,4.71238898038469
B6,0.0,66.7,0.2984513020910304,0,0,65.0,98.11028706308342,68.83049654227308,0.0
B6,0.0,66.7,0.2984513020910304,0,0,65.0,98.11028706308342,68.83049654227308,1.5707963267948966
B6,0.0,66.7,0.2984513020910304,0,0,65.0,98.11028706308342,68.83049654227308,3.141592653589793
B6,0.0,66.7,0.2984513020910304,0,0,65.0,98.11028706308342,68.83049654227308,4.71238898038469
O1,0.0,8.0,6.283185307179586,1,0,38.0,98.11028706308342,68.83049654227308,0
O2,0.0,10.0,6.283185307179586,1,0,42.0,98.11028706308342,68.83049654227308,0
B1,0.0,11.7,1.4172073526193958,0,0,40.0,99.26687653729559,64.87466142250001,0.0
B1,0.0,11.7,1.4172073526193958,0,0,40.0,99.26687653729559,64.87466142250001,1.5707963267948966
B1,0.0,11.7,1.4172073526193958,0,0,40.0,99.26687653729559,64.87466142250001,3.141592653589793
B1,0.0,11.7,1.4172073526193958,0,0,40.0,99.26687653729559,64.87466142250001,4.71238898038469
B2,0.0,15.0,1.1763519158441782,0,0,45.0,99.26687653729559,64.87466142250001,0.0
B2,0.0,15.0,1.1763519158441782,0,0,45.0,99.26687653729559,64.87466142250001,1.5707963267948966
